"feature_id","surface","source","route_or_entry","feature","user_story","expected_behavior","status","discovery_evidence","test_type","test_status","error_ids","fix_status","retest_status","owner_skill","last_updated","notes"
"API-NUTRITION-003","server","apps/server/src/routes/nutrition.ts","/api/nutrition/recommend-recipes","Recipe recommendations","As a nutrition user, I want recipe recommendations from pantry and preferences so I can choose meals from available food.","POST recommend-recipes requires nutrition guards, weighted rate limit, Anthropic key, and AI quota before recommendRecipes.","tested_passed","createNutritionRouter POST /recommend-recipes","integration","passed","","not_started","not_started","sergeant-server-api","2026-06-29","Covered by cross-domain-routes.contract.test.ts in combined server batch: pnpm --filter @sergeant/server test src/routes/cross-domain-routes.contract.test.ts src/routes/finyk.route.test.ts src/routes/apiV1.test.ts."
"API-NUTRITION-004","server","apps/server/src/routes/nutrition.ts","/api/nutrition/day-plan /api/nutrition/week-plan","Nutrition meal planning","As a nutrition user, I want day and week plans so I can plan meals at different time horizons.","Day-plan and week-plan endpoints require nutrition guards, weighted rate limits, Anthropic key, and AI quota before their planners.","tested_passed","createNutritionRouter POST /day-plan and /week-plan","integration","passed","","not_started","not_started","sergeant-server-api","2026-06-29","Covered by cross-domain-routes.contract.test.ts in combined server batch: pnpm --filter @sergeant/server test src/routes/cross-domain-routes.contract.test.ts src/routes/finyk.route.test.ts src/routes/apiV1.test.ts."
"API-NUTRITION-005","server","apps/server/src/routes/nutrition.ts","/api/nutrition/shopping-list","Shopping list generation","As a nutrition user, I want a generated shopping list so I can turn planned meals into pantry tasks.","POST shopping-list requires nutrition guards, rate limit, Anthropic key, and AI quota before shoppingList.","tested_passed","createNutritionRouter POST /shopping-list","integration","passed","","not_started","not_started","sergeant-server-api","2026-06-29","Covered by cross-domain-routes.contract.test.ts in combined server batch: pnpm --filter @sergeant/server test src/routes/cross-domain-routes.contract.test.ts src/routes/finyk.route.test.ts src/routes/apiV1.test.ts."
"API-NUTRITION-006","server","apps/server/src/routes/nutrition.ts","/api/nutrition/backup-upload /api/nutrition/backup-download","Nutrition backup transfer","As a nutrition user, I want encrypted backup upload/download without consuming AI quota so data protection does not depend on model budget.","Backup upload/download require nutrition guards and endpoint rate limits but intentionally do not require Anthropic key or AI quota.","tested_passed","createNutritionRouter backup endpoints","integration","passed","","not_started","not_started","sergeant-server-api","2026-06-29","Covered by cross-domain-routes.contract.test.ts in combined server batch: pnpm --filter @sergeant/server test src/routes/cross-domain-routes.contract.test.ts src/routes/finyk.route.test.ts src/routes/apiV1.test.ts."
"MOB-HUB-001","mobile","apps/mobile/app/(tabs)/index.tsx","/(tabs)","Mobile hub dashboard","As a mobile user, I want the default tab to open the hub dashboard so I can reach modules, search, chat, reports, settings, and auth prompts.","Expo tabs index route renders the mobile hub dashboard surface.","retested_passed","apps/mobile/app/(tabs)/index.tsx and HubDashboard router actions","mobile-unit","failed","ERR-MOBILE-HUB-ACT-WARNINGS-20260629","fixed","passed","sergeant-mobile-expo","2026-06-29","Fixed by mocking dashboard analytics and hints, seeding drag coach as seen, and no-oping AssistantFab Animated.loop in HubDashboard.test.tsx; focused core retest passed cleanly."
"MOB-AUTH-001","mobile","apps/mobile/app/(auth)/sign-in.tsx","/(auth)/sign-in","Mobile sign-in","As a mobile user, I want a native sign-in route so I can authenticate from dashboard prompts or deep links.","Expo auth sign-in route renders SignInScreen and is reachable from HubDashboard.","tested_passed","apps/mobile/app/(auth)/sign-in.tsx; HubDashboard pushes /(auth)/sign-in","mobile-unit","passed","","not_started","not_started","better-auth-best-practices","2026-06-29","Covered by mobile core batch 2026-06-29"
"MOB-AUTH-002","mobile","apps/mobile/app/(auth)/forgot-password.tsx","/(auth)/forgot-password","Mobile forgot password","As a mobile user, I want a forgot-password route so I can request account recovery from the native app.","Expo auth forgot-password route renders ForgotPasswordScreen.","tested_passed","apps/mobile/app/(auth)/forgot-password.tsx; ForgotPasswordScreen tests","mobile-unit","passed","","not_started","not_started","better-auth-best-practices","2026-06-29","Covered by mobile core batch 2026-06-29"
"MOB-ONBOARD-001","mobile","apps/mobile/app/(auth)/onboarding.tsx","/(auth)/onboarding","Mobile onboarding","As a mobile first-time user, I want native onboarding so setup choices and permissions are collected before regular use.","Expo auth onboarding route renders the OnboardingWizard flow.","tested_passed","apps/mobile/app/(auth)/onboarding.tsx; core/OnboardingWizard.tsx","mobile-unit","passed","","not_started","not_started","sergeant-mobile-expo","2026-06-29","Covered by mobile core batch 2026-06-29"
"MOB-FINYK-001","mobile","apps/mobile/src/modules/finyk/constants.ts","/(tabs)/finyk","Mobile Finyk overview","As a mobile finance user, I want the Finyk overview route so I can see balance, spending, and trends from the native app.","FINYK_PAGES maps overview to /finyk and the Expo Finyk index route renders the overview page.","retested_passed","FINYK_PAGES overview; apps/mobile/app/(tabs)/finyk/index.tsx","mobile-unit","failed","ERR-MOBILE-FINYK-SQLITE-MIRROR-WARNINGS-20260629","fixed","passed","sergeant-mobile-expo","2026-06-29","Fixed by mocking non-asserted Finyk sqlite/mono mirror boot hooks in FinykApp.test.tsx; full Finyk mobile batch passed cleanly."
"MOB-FINYK-002","mobile","apps/mobile/src/modules/finyk/constants.ts","/(tabs)/finyk/transactions","Mobile Finyk transactions","As a mobile finance user, I want transactions with search and filters so I can inspect spending on the go.","FINYK_PAGES maps transactions to /finyk/transactions and TransactionsPage owns search/filter flows.","retested_passed","FINYK_PAGES transactions; TransactionsPage","mobile-unit","failed","ERR-MOBILE-FINYK-MONOMIRROR-WRITE-WARNINGS-20260629","fixed","passed","sergeant-mobile-expo","2026-06-29","Fixed by disabling mono mirror gate in TransactionsPage.test.tsx for UI-only assertions; full Finyk mobile batch passed cleanly."
"MOB-FINYK-003","mobile","apps/mobile/src/modules/finyk/constants.ts","/(tabs)/finyk/budgets","Mobile Finyk budgets","As a mobile finance user, I want budget planning so I can manage limits, goals, subscriptions, and plans.","FINYK_PAGES maps budgets to /finyk/budgets and BudgetsPage owns budget sheet flows.","retested_passed","FINYK_PAGES budgets; BudgetsPage","mobile-unit","failed","ERR-MOBILE-FINYK-MONOMIRROR-WRITE-WARNINGS-20260629","fixed","passed","sergeant-mobile-expo","2026-06-29","Fixed by disabling mono mirror gate in BudgetsPage.test.tsx for UI-only assertions; full Finyk mobile batch passed cleanly."
"MOB-FINYK-004","mobile","apps/mobile/src/modules/finyk/constants.ts","/(tabs)/finyk/analytics","Mobile Finyk analytics","As a mobile finance user, I want analytics so I can compare categories and merchants by month.","FINYK_PAGES maps analytics to /finyk/analytics and Analytics page owns summary/category/merchant views.","tested_passed","FINYK_PAGES analytics; Analytics page","mobile-unit","passed","","not_started","not_started","sergeant-mobile-expo","2026-06-29","Covered by Finyk mobile batch 2026-06-29"
"MOB-FINYK-005","mobile","apps/mobile/src/modules/finyk/constants.ts","/(tabs)/finyk/assets","Mobile Finyk assets","As a mobile finance user, I want assets so I can track accounts, subscriptions, debts, and receivables.","FINYK_PAGES maps assets to /finyk/assets and AssetsPage owns asset/debt/receivable sheets.","tested_passed","FINYK_PAGES assets; AssetsPage","mobile-unit","passed","","not_started","not_started","sergeant-mobile-expo","2026-06-29","Covered by Finyk mobile batch 2026-06-29"
"MOB-FIZRUK-001","mobile","apps/mobile/src/modules/fizruk/shell/fizrukNav.ts","/(tabs)/fizruk","Mobile Fizruk today","As a mobile fitness user, I want the Fizruk today route so I can see workout status and quick actions.","FIZRUK_NAV exposes dashboard and Expo Fizruk index route renders Dashboard.","tested_passed","Dashboard.test.tsx covers empty state active workout scheduled session quick links and aggregates; batch passed 11 suites/72 tests","mobile-unit","passed","","not_started","not_started","sergeant-mobile-expo","2026-06-29",""
"MOB-FIZRUK-002","mobile","apps/mobile/src/modules/fizruk/shell/fizrukNav.ts","/(tabs)/fizruk/workouts","Mobile Fizruk workouts","As a mobile fitness user, I want workouts so I can start, edit, and review workout sessions.","FIZRUK_NAV exposes workouts and Expo route /fizruk/workouts renders Workouts.","tested_passed","Workouts.test.tsx covers start CTA journal shortcut catalog exercise add and active-set editor","mobile-unit","passed","","not_started","not_started","sergeant-mobile-expo","2026-06-29",""
"MOB-FIZRUK-003","mobile","apps/mobile/src/modules/fizruk/shell/fizrukNav.ts","/(tabs)/fizruk/plan","Mobile Fizruk plan","As a mobile fitness user, I want a plan route so scheduled workouts are visible and actionable.","FIZRUK_NAV exposes plan and PlanCalendar routes users to workouts for planned sessions.","tested_passed","PlanCalendar.test.tsx covers calendar state quick actions recovery forecast accessibility labels and SQLite cache preservation","mobile-unit","passed","","not_started","not_started","sergeant-mobile-expo","2026-06-29",""
"MOB-FIZRUK-004","mobile","apps/mobile/src/modules/fizruk/shell/fizrukNav.ts","/(tabs)/fizruk/body","Mobile Fizruk body","As a mobile fitness user, I want body tracking so measurements, progress, atlas, and exercise detail routes are reachable.","FIZRUK_NAV exposes body; routes also include measurements, atlas, exercise, programs, progress, and workout detail/new.","tested_passed","Body.test.tsx Measurements.test.tsx BodyAtlas.test.tsx Progress.test.tsx Exercise.test.tsx and Programs.test.tsx passed","mobile-unit","passed","","not_started","not_started","sergeant-mobile-expo","2026-06-29",""
"MOB-NUTRITION-001","mobile","apps/mobile/src/modules/nutrition/components/NutritionBottomNav.tsx","/(tabs)/nutrition","Mobile Nutrition today","As a mobile nutrition user, I want the nutrition today dashboard so I can see daily nutrition state and launch related actions.","NutritionBottomNav exposes dashboard and Expo nutrition index route renders Dashboard.","retested_passed","NutritionApp.test.tsx renders Dashboard by default; batch passed 14 suites/95 tests","mobile-unit","failed","ERR-MOBILE-NUTRITION-SQLITE-READ-WARNINGS-20260629;ERR-MOBILE-NUTRITION-REANIMATED-RENDER-WARNINGS-20260629;ERR-MOBILE-NUTRITION-WORKER-TEARDOWN-20260629","fixed","passed","sergeant-mobile-expo","2026-06-29","Fixed by mocking non-asserted Nutrition boot hooks and disabling strict Reanimated logger in NutritionApp.test.tsx; full Nutrition mobile batch passed cleanly."
"MOB-NUTRITION-002","mobile","apps/mobile/src/modules/nutrition/components/NutritionBottomNav.tsx","/(tabs)/nutrition/log","Mobile Nutrition journal","As a mobile nutrition user, I want a meal journal so I can log and review meals natively.","NutritionBottomNav exposes log and NutritionApp owns log tab state; route coverage includes AddMealSheet behavior.","retested_passed","NutritionApp.test.tsx switches to Log; nutritionStore.test.ts validates log load/save dual-write","mobile-unit","failed","ERR-MOBILE-NUTRITION-DUALWRITE-WARNINGS-20260629","fixed","passed","sergeant-mobile-expo","2026-06-29","Fixed by mocking Nutrition dual-write boot in NutritionApp.test.tsx; full Nutrition mobile batch passed cleanly."
"MOB-NUTRITION-003","mobile","apps/mobile/src/modules/nutrition/components/NutritionBottomNav.tsx","/(tabs)/nutrition/water","Mobile water tracker","As a mobile nutrition user, I want water tracking so hydration can be recorded alongside meals.","NutritionBottomNav exposes water and Nutrition module has Water page and useWaterTracker hook.","retested_passed","NutritionApp.test.tsx switches to Water; nutritionStore.test.ts validates water load/save behavior","mobile-unit","failed","ERR-MOBILE-NUTRITION-DUALWRITE-WARNINGS-20260629","fixed","passed","sergeant-mobile-expo","2026-06-29","Fixed by mocking Nutrition dual-write boot in NutritionApp.test.tsx; full Nutrition mobile batch passed cleanly."
"MOB-NUTRITION-004","mobile","apps/mobile/src/modules/nutrition/components/NutritionBottomNav.tsx","/(tabs)/nutrition/shopping","Mobile shopping list","As a mobile nutrition user, I want a shopping list so generated or manual shopping tasks can be managed.","NutritionBottomNav exposes shopping and Nutrition module has Shopping page and shopping generation tests.","retested_passed","NutritionApp.test.tsx switches to Shopping; Shopping.generate.test.tsx covers AI generation and quota errors","mobile-unit","failed","ERR-MOBILE-NUTRITION-DUALWRITE-WARNINGS-20260629","fixed","passed","sergeant-mobile-expo","2026-06-29","Fixed by mocking Nutrition dual-write boot in NutritionApp.test.tsx; full Nutrition mobile batch passed cleanly."
"MOB-NUTRITION-005","mobile","apps/mobile/app/(tabs)/nutrition/scan.tsx","/(tabs)/nutrition/scan","Mobile nutrition barcode scan","As a mobile nutrition user, I want barcode scan flow so product data can be added to pantry or meal creation.","Expo route /nutrition/scan renders NutritionBarcodeScanScreen.","tested_passed","mobileRoutes.test.tsx verifies the Expo nutrition scan route renders NutritionBarcodeScanScreen","mobile-unit","passed","","not_started","not_started","sergeant-mobile-expo","2026-06-29","Screen behavior remains tracked separately by MOB-NUTRITION-011"
"MOB-NUTRITION-006","mobile","apps/mobile/app/(tabs)/nutrition/recipe/*.tsx","/(tabs)/nutrition/recipe/*","Mobile recipes","As a mobile nutrition user, I want recipe recommend, detail, form, and saved-recipes routes so recipes can be generated, saved, edited, and reused.","Expo nutrition recipe routes map to recommend, form, detail, and saved-recipes pages.","retested_passed","RecipeRecommender.test.tsx covers recommend/save/add-to-log/errors; recipeBookStore and recipeCache tests passed","mobile-unit","failed","ERR-MOBILE-NUTRITION-REANIMATED-RENDER-WARNINGS-20260629;ERR-MOBILE-NUTRITION-DUALWRITE-WARNINGS-20260629","fixed","passed","sergeant-mobile-expo","2026-06-29","Fixed by isolating NutritionApp boot/logging side effects; full Nutrition mobile batch passed cleanly."
"MOB-ROUTINE-001","mobile","apps/mobile/src/modules/routine/RoutineApp.tsx","/(tabs)/routine","Mobile Routine module","As a mobile routine user, I want Routine to open in the tabs area so habits, calendar, heatmap, and reminders can be managed natively.","Expo routine index route renders RoutineApp with in-component tab state.","retested_passed","RoutineApp.test.tsx covers default Calendar tab tab switching MMKV persistence and malformed persisted fallback; reminders tests passed","mobile-unit","failed","ERR-MOBILE-ROUTINE-EXPO-NOTIFICATIONS-WARNING-20260629;ERR-MOBILE-ROUTINE-ACT-WARNINGS-20260629;ERR-MOBILE-ROUTINE-SQLITE-READ-WARNINGS-20260629;ERR-MOBILE-ROUTINE-REANIMATED-RENDER-WARNINGS-20260629","fixed","passed","sergeant-mobile-expo","2026-06-29","Fixed by mocking Routine boot/reminder hooks and disabling strict Reanimated logger in RoutineApp.test.tsx; full Routine mobile batch passed cleanly."
"MOB-ROUTINE-002","mobile","apps/mobile/app/(tabs)/routine/habit/[id].tsx","/(tabs)/routine/habit/[id]","Mobile habit detail","As a mobile routine user, I want a habit detail route so a single habit can be reviewed or edited from deep links.","Expo dynamic habit route exists under routine/habit/[id].","tested_passed","mobileRoutes.test.tsx verifies the dynamic habit route renders the DeepLinkPlaceholder with ID and routine fallback href","mobile-unit","passed","","not_started","not_started","sergeant-mobile-expo","2026-06-29","Current behavior is placeholder-only; future full detail screen should add new story coverage"
"MOB-HUB-002","mobile","apps/mobile/app/hub-chat.tsx","/hub-chat","Mobile HubChat","As a mobile user, I want HubChat as a route-addressable surface so I can continue assistant conversations from the dashboard or deep links.","Expo /hub-chat route renders HubChat and can route to assistant capabilities.","tested_passed","apps/mobile/app/hub-chat.tsx; core/hub/HubChat.tsx","mobile-unit","passed","","not_started","not_started","sergeant-hubchat","2026-06-29","Covered by mobile core batch 2026-06-29"
"MOB-HUB-003","mobile","apps/mobile/app/hub-search.tsx","/hub-search","Mobile hub search","As a mobile user, I want hub search so I can find modules/actions and route to the right destination quickly.","Expo /hub-search route renders HubSearch and result activation pushes module/action hrefs.","tested_passed","apps/mobile/app/hub-search.tsx; core/hub/search/HubSearch.tsx","mobile-unit","passed","","not_started","not_started","sergeant-mobile-expo","2026-06-29","Covered by mobile core batch 2026-06-29"
"MOB-HUB-004","mobile","apps/mobile/app/hub-reports.tsx","/hub-reports","Mobile hub reports","As a mobile user, I want hub reports so cross-module insight cards and export flows are available natively.","Expo /hub-reports route renders HubReports with report cards.","tested_passed","mobileRoutes.test.tsx verifies HubReports route renders the reports surface and closes via back or tabs fallback","mobile-unit","passed","","not_started","not_started","sergeant-mobile-expo","2026-06-29",""
"MOB-SETTINGS-001","mobile","apps/mobile/app/settings.tsx","/settings","Mobile settings","As a mobile user, I want native settings so account, module, notifications, assistant, and experimental controls are available.","Expo /settings route renders HubSettingsPage and its section components.","tested_passed","apps/mobile/app/settings.tsx; core/settings/HubSettingsPage.tsx","mobile-unit","passed","","not_started","not_started","sergeant-mobile-expo","2026-06-29","Covered by mobile core batch 2026-06-29"
"MOB-DEEPLINK-001","mobile","apps/mobile/src/lib/deepLinks.ts","universal-links","Mobile deep links","As a mobile user opening sergeant:// or approved universal links, I want known routes to resolve and unsafe routes to be rejected.","hrefForDeepLink maps known deep links to Expo Hrefs and returns null for unknown or extra segments.","tested_passed","lib/deepLinks.ts and deepLinks tests","mobile-unit","passed","","not_started","not_started","sergeant-mobile-expo","2026-06-29","Covered by mobile core batch 2026-06-29"
"MOB-SYNC-001","mobile","apps/mobile/src/core/SyncStatusOverlay.tsx","sync-overlay","Mobile sync status","As a mobile user, I want sync status feedback so I know when local data is syncing, failed, or offline.","Sync status overlay/indicator surfaces sync engine state and has dedicated tests.","retested_passed","core/SyncStatusOverlay.tsx; SyncStatusIndicator tests","mobile-unit","failed","ERR-MOBILE-SYNC-ACT-WARNINGS-20260629","fixed","passed","sergeant-mobile-expo","2026-06-29","Fixed by no-oping Animated.loop in SyncStatusIndicator.test.tsx while preserving status role assertions; focused sync retest passed cleanly."
"MOB-PUSH-001","mobile","apps/mobile/src/features/push/PushRegistrar.tsx","push-registration","Mobile push registration","As a mobile user, I want push registration to happen through the native app so reminders and notifications can be delivered.","PushRegistrar handles native push registration and has unit coverage.","tested_passed","features/push/PushRegistrar.tsx","mobile-unit","passed","","not_started","not_started","sergeant-mobile-expo","2026-06-29","Covered by mobile core batch 2026-06-29"
"API-SYNC-001","server","apps/server/src/routes/sync.ts","/api/v2/sync/push","Cloud sync push","As an authenticated client, I want to push local op-log changes through v2 sync so device state can be persisted server-side.","POST /api/v2/sync/push requires session, syncV2 module tagging, v2 rate limit, and calls syncV2Push.","tested_passed","createSyncRouter POST /api/v2/sync/push","integration","passed","","not_started","not_started","sergeant-server-api","2026-06-29","Covered by server batch 2026-06-29"
"API-SYNC-002","server","apps/server/src/routes/sync.ts","/api/v2/sync/pull","Cloud sync pull","As an authenticated client, I want to pull server changes through v2 sync so local state can reconcile after reconnect.","GET /api/v2/sync/pull requires session, syncV2 module tagging, v2 rate limit, and calls syncV2Pull.","tested_passed","createSyncRouter GET /api/v2/sync/pull","integration","passed","","not_started","not_started","sergeant-server-api","2026-06-29","Covered by server batch 2026-06-29"
"API-SYNC-003","server","apps/server/src/routes/sync.ts","/api/v2/sync/stream","Cloud sync stream","As an authenticated client, I want a sync stream so changes can arrive without polling too aggressively.","GET /api/v2/sync/stream requires session and a stream-specific rate limit before syncV2Stream.","tested_passed","createSyncRouter GET /api/v2/sync/stream","integration","passed","","not_started","not_started","sergeant-server-api","2026-06-29","Covered by server batch 2026-06-29"
"API-SYNC-004","server","apps/server/src/routes/sync.ts","/api/sync/*","Legacy sync sunset","As a legacy client, I want old sync push/pull endpoints to return a clear 410 successor response so I stop retrying obsolete APIs.","v1 push/pull aliases are public 410 stubs with sunset/deprecation headers; /api/sync/audit remains session-protected.","tested_passed","createSyncRouter v1 respondV1Gone and audit route","integration","passed","","not_started","not_started","sergeant-server-api","2026-06-29","Covered by server batch 2026-06-29"
"API-MONO-001","server","apps/server/src/routes/mono-webhook.ts","/api/mono/connect","Monobank connect","As a verified finance user, I want to connect Monobank so Finyk can read accounts and transactions for my session.","POST /api/mono/connect requires session and verified email before connectHandler.","tested_passed","createMonoWebhookRouter POST /api/mono/connect","contract","passed","","not_started","not_started","sergeant-server-api","2026-06-29","Covered by apiV1.test.ts in combined server batch: pnpm --filter @sergeant/server test src/routes/finyk.route.test.ts src/routes/apiV1.test.ts."
"API-MONO-002","server","apps/server/src/routes/mono-webhook.ts","/api/mono/disconnect /api/mono/sync-state /api/mono/accounts /api/mono/transactions","Monobank account access","As a finance user, I want to disconnect, inspect sync state, accounts, and transactions after connecting Monobank.","Disconnect, sync-state, accounts, and transactions require session and are tagged as Finyk module routes.","tested_passed","createMonoWebhookRouter session-protected Mono read/disconnect routes","contract","passed","","not_started","not_started","sergeant-server-api","2026-06-29","Covered by cross-domain-routes.contract.test.ts in combined server batch: pnpm --filter @sergeant/server test src/routes/cross-domain-routes.contract.test.ts src/routes/finyk.route.test.ts src/routes/apiV1.test.ts."
"API-MONO-003","server","apps/server/src/routes/mono-webhook.ts","/api/mono/backfill /api/mono/backfill-progress","Monobank backfill","As a finance user, I want historical transaction backfill with progress so older bank data can populate Finyk without blocking the request.","POST backfill starts a background run and GET backfill-progress reports the per-user progress slot.","tested_passed","createMonoWebhookRouter backfill routes and modules/mono/backfill","integration","passed","","not_started","not_started","sergeant-server-api","2026-06-29","Covered by cross-domain-routes.contract.test.ts in combined server batch: pnpm --filter @sergeant/server test src/routes/cross-domain-routes.contract.test.ts src/routes/finyk.route.test.ts src/routes/apiV1.test.ts."
"API-MONO-004","server","apps/server/src/routes/mono-webhook.ts","/api/mono/webhook /api/mono/webhook/:secret","Monobank webhook delivery","As the system, I want Monobank webhook delivery to be accepted through header or path secret so transaction updates can arrive from the bank.","Webhook routes are public and use webhookHandler with secret from header or path parameter.","tested_passed","createMonoWebhookRouter webhook routes","integration","passed","","not_started","not_started","sergeant-server-api","2026-06-29","Covered by cross-domain-routes.contract.test.ts in combined server batch: pnpm --filter @sergeant/server test src/routes/cross-domain-routes.contract.test.ts src/routes/finyk.route.test.ts src/routes/apiV1.test.ts."
"API-BILLING-001","server","apps/server/src/routes/billing.ts","/api/billing/checkout","Billing checkout","As an authenticated user, I want checkout session creation so I can upgrade to a paid plan.","POST checkout requires session, parses BillingCheckoutRequestSchema, rate-limits creation, and returns BillingCheckoutResponseSchema or BILLING_UNAVAILABLE.","tested_passed","createBillingRouter POST /api/billing/checkout","contract","passed","","not_started","not_started","sergeant-server-api","2026-06-29","Covered by server batch 2026-06-29"
"API-BILLING-002","server","apps/server/src/routes/billing.ts","/api/billing/status","Billing status","As an authenticated user, I want billing status so the app can show my current subscription and entitlements.","GET billing/status requires session and returns BillingStatusResponseSchema from getSubscriptionStatus.","tested_passed","createBillingRouter GET /api/billing/status","contract","passed","","not_started","not_started","sergeant-server-api","2026-06-29","Covered by server batch 2026-06-29"
"API-BILLING-003","server","apps/server/src/routes/billing.ts","/api/billing/portal","Billing portal","As an authenticated paying user, I want a customer portal session so I can manage billing without support.","POST portal requires session, rate-limits creation, returns BillingPortalResponseSchema, and handles unavailable/no-customer cases.","tested_passed","createBillingRouter POST /api/billing/portal","contract","passed","","not_started","not_started","sergeant-server-api","2026-06-29","Covered by server batch 2026-06-29"
"API-BILLING-004","server","apps/server/src/routes/billing.ts","/api/billing/stripe-webhook","Stripe webhook","As the billing system, I want Stripe webhook events verified by signature before subscription state is updated.","POST stripe-webhook validates raw Stripe signature, rejects bad events, then calls processStripeWebhook.","tested_passed","createBillingRouter POST /api/billing/stripe-webhook","integration","passed","","not_started","not_started","sergeant-server-api","2026-06-29","Covered by server batch 2026-06-29"
"API-PUSH-001","server","apps/server/src/routes/push.ts","/api/push/vapid-public","VAPID public key","As a web client, I want the VAPID public key without rate-limit friction so service-worker push setup can start quickly.","GET /api/push/vapid-public is intentionally outside the push rate limiter and calls vapidPublic.","tested_passed","createPushRouter GET /api/push/vapid-public","integration","passed","","not_started","not_started","sergeant-server-api","2026-06-29","Covered by server batch 2026-06-29"
"API-PUSH-002","server","apps/server/src/routes/push.ts","/api/push/subscribe /api/push/register","Push subscription and device registration","As a web or mobile user, I want push subscription/register endpoints so notifications can be delivered to my browser or device.","Subscribe uses soft session handling; register requires strict session and supports /api/v1 through apiVersionRewrite.","tested_passed","createPushRouter subscribe and register routes","contract","passed","","not_started","not_started","sergeant-server-api","2026-06-29","Covered by server batch 2026-06-29"
"API-PUSH-003","server","apps/server/src/routes/push.ts","/api/push/unsubscribe /api/push/unregister","Push unsubscribe and unregister","As a user, I want to remove browser or native push targets so old endpoints stop receiving notifications.","Unsubscribe uses soft session; unregister requires session and accepts web endpoint or native token payloads.","tested_passed","createPushRouter unsubscribe and unregister routes","contract","passed","","not_started","not_started","sergeant-server-api","2026-06-29","Covered by server batch 2026-06-29"
"API-PUSH-004","server","apps/server/src/routes/push.ts","/api/push/send /api/push/test","Push delivery and test send","As an operator or user, I want internal push fan-out and a user-scoped test send so notification delivery can be verified safely.","Send requires internal IP and API secret; test requires session and a per-user 1 per 5s rate limit.","tested_passed","createPushRouter send and test routes","integration","passed","","not_started","not_started","sergeant-server-api","2026-06-29","Covered by server batch 2026-06-29"
"API-STATUS-001","server","apps/server/src/routes/status.ts","/api/status","Public status API","As a visitor or status page, I want public status JSON so the frontend can show component health without auth.","GET /api/status uses createStatusHandler(pool).","tested_passed","createStatusRouter GET /api/status","integration","passed","","not_started","not_started","sergeant-server-api","2026-06-29","Covered by server batch 2026-06-29"
"API-WAITLIST-001","server","apps/server/src/routes/waitlist.ts","/api/v1/waitlist /api/waitlist","Pricing waitlist signup","As a pricing visitor, I want to join the waitlist through either current or legacy API path so signups are not lost.","Waitlist POST routes share the same handler and rate limit at 10 per hour.","tested_passed","createWaitlistRouter waitlist aliases","contract","passed","","not_started","not_started","sergeant-server-api","2026-06-29","Covered by cross-domain-routes.contract.test.ts in combined server batch: pnpm --filter @sergeant/server test src/routes/cross-domain-routes.contract.test.ts src/routes/finyk.route.test.ts src/routes/apiV1.test.ts."
"API-VOICE-001","server","apps/server/src/routes/transcribe.ts","/api/transcribe","Voice transcription","As a user recording voice input, I want audio transcription through the server so voice can become text in app workflows.","POST /api/transcribe is registered as the transcribe route and handled by the transcribe module.","tested_passed","createTranscribeRouter POST /api/transcribe","integration","passed","","not_started","not_started","sergeant-server-api","2026-06-29","Covered by cross-domain-routes.contract.test.ts in combined server batch: pnpm --filter @sergeant/server test src/routes/cross-domain-routes.contract.test.ts src/routes/finyk.route.test.ts src/routes/apiV1.test.ts."
"API-LOOKUP-001","server","apps/server/src/routes/barcode.ts","/api/barcode","Barcode lookup","As a nutrition user, I want barcode lookup so scanned products can resolve to usable food data.","GET /api/barcode calls the barcode handler with route-level cache/rate-limit behavior.","tested_passed","createBarcodeRouter GET /api/barcode","integration","passed","","not_started","not_started","sergeant-server-api","2026-06-29","Covered by server batch 2026-06-29"
"API-LOOKUP-002","server","apps/server/src/routes/food-search.ts","/api/food-search","Food search","As a nutrition user, I want food search so typed food names can resolve to nutrition database items.","GET /api/food-search calls the food search handler with cache-aware upstream lookup.","tested_passed","createFoodSearchRouter GET /api/food-search","integration","passed","","not_started","not_started","sergeant-server-api","2026-06-29","Covered by cross-domain-routes.contract.test.ts in combined server batch: pnpm --filter @sergeant/server test src/routes/cross-domain-routes.contract.test.ts src/routes/finyk.route.test.ts src/routes/apiV1.test.ts."
"API-COACH-001","server","apps/server/src/routes/coach.ts","/api/coach/memory /api/coach/insight","Coach memory and insight","As a user, I want coach memory and generated insight endpoints so coaching can remember context and produce advice under AI quota guards.","GET/POST memory require session; POST insight requires session, Anthropic key, and AI quota.","retested_passed","createCoachRouter memory and insight routes","integration","failed","ERR-SERVER-COACH-ROUTE-TIMEOUT-20260629","fixed","passed","sergeant-server-api","2026-06-29","Fixed route-test harness timeout and retested 9 passed"
"API-MEMORY-001","server","apps/server/src/routes/ai-memory.ts","/api/ai-memory/ingest /api/ai-memory/recall /api/ai-memory/event-sync","AI memory service","As a pro user, I want AI memory ingest/recall/event sync so assistant context can persist across sessions within plan limits.","AI memory routes require session and pro plan before calling ingest, recall, or event-sync handlers.","tested_passed","createAiMemoryRouter public AI memory routes","integration","passed","","not_started","not_started","sergeant-server-api","2026-06-29","Covered by server batch 2026-06-29"
